E1,px1,py1,pz1,pt1,eta1,phi1,E2,px2,py2,pz2,pt2,eta2,phi2,M,Rapidity,Pt,R(phi),Teta(phi)
95.7439,-10.6257,28.5223,-90.777,30.4373,-1.81287,1.9274099999999998,41.9153,6.22304,-38.8599,-14.4243,39.355,-0.358771,-1.412,88.071,-1.0062716697192355,11.236075330630355,2.3892788259430917,-0.6322648459437915
41.7192,-6.8779,-38.8095,13.6749,39.4142,0.340344,-1.7462,62.0604,10.755,53.3948,29.7457,54.4672,0.52208,1.3720299999999999,93.0436,0.4457417492450917,15.091815016756597,2.2207387871832203,2.475617852102419
79.217,26.3985,-57.6994,47.4259,63.4516,0.691094,-1.14171,35.2954,-11.2212,31.0847,12.392999999999999,33.048,0.366725,1.91723,92.7151,0.5796063197317477,30.63809216286157,2.231428375951153,2.1079002545837384
31.9729,-10.9833,-29.9684,1.87572,31.9176,0.05873380000000001,-1.92209,57.2231,18.1832,52.989,-11.6623,56.022,-0.206698,1.24024,85.3133,-0.11016343702074502,24.12025257682846,2.287493218722189,2.568559677813386
204.37099999999998,-26.0011,26.2169,201.00799999999998,36.924,2.3959599999999996,2.35206,45.1306,20.9142,-26.4657,29.982,33.7318,0.800545,-0.9020370000000001,94.1745,1.62820609192787,5.092980762775371,2.5190984484471817,-0.3662099718960768
41.0719,14.259,-24.9739,-29.3236,28.7579,-0.895215,-1.0520100000000001,43.5742,-15.1679,26.4648,31.1166,30.5034,0.895518,2.09123,84.6091,0.021185479773416515,1.7461048135779245,2.3409331372339532,2.0368873492734267
45.5897,-22.1733,-39.7995,1.66173,45.5593,0.036466000000000005,-2.0790900000000003,45.449,22.124000000000002,39.6626,-1.73333,45.4158,-0.038156699999999995,1.06198,91.0386,-0.0007864788794511548,0.14550635724943786,2.334612762001442,2.6693497342909103
244.895,-54.9575,27.5989,-237.047,61.4982,-2.05882,2.6762,164.143,19.3569,-35.0494,-159.185,40.0394,-2.08881,-1.06621,94.8115,-2.070631906906702,36.371866471353925,2.880772501274615,-0.37913015017330004
67.6697,-14.1737,-35.2177,-56.0179,37.9628,-1.18115,-1.9534200000000002,31.0646,5.7561300000000015,26.2726,15.5441,26.8957,0.5498149999999999,1.35511,89.2159,-0.43552280107521635,12.282927123243056,2.3774298745704363,2.5350996110930604
38.102,25.6738,-2.65674,-28.0277,25.8109,-0.9408190000000001,-0.10311400000000001,56.5758,-23.8678,3.18548,51.1956,24.0794,1.49865,3.0089099999999998,91.7802,0.24977012000156998,1.8818081697133753,3.010676316892269,1.6050524735884104
57.1353,-41.056000000000004,24.6022,31.2019,47.863,0.6128170000000001,2.60174,54.0304,41.3342,-23.0486,26.0675,47.326,0.526187,-0.508671,95.2655,0.569744341237306,1.5783118196351433,2.650999285899753,-0.19307632965877544
97.8173,-20.2125,38.9456,-87.4237,43.8782,-1.44024,2.0495200000000002,28.7567,19.5381,-21.0997,0.00764961,28.7565,0.000266013,-0.8238059999999999,89.7801,-0.8491630317200037,17.858638306713086,2.2088885340903923,-0.3821868836205349
44.1022,-39.0594,-13.6688,15.2485,41.382,0.360615,-2.80496,43.6156,42.1797,3.17746,-10.6342,42.2992,-0.24882800000000002,0.07518939999999999,86.9098,0.05265252056231209,10.945523609476158,2.805967577765709,3.1147931988647066
131.017,46.99800000000001,0.686632,-122.296,47.003,-1.68441,0.0146088,84.1708,-43.2604,-6.24179,-71.9325,43.7083,-1.27298,-2.9983,92.39299999999999,-1.4860750124242577,6.69547863598743,2.9983355894625006,-1.5659240043462355
119.914,17.6175,-14.7131,117.697,22.9533,2.33718,-0.695807,23.1313,-19.7806,9.31582,-7.54886,21.8645,-0.33874099999999996,2.70145,91.0802,1.020383724852332,5.814605146387843,2.7896199532819876,1.8228850069804379
59.6894,29.2402,28.8981,43.275,41.1106,0.918115,0.779514,66.9067,-30.5482,-37.5613,46.1785,48.4153,0.848325,-2.25359,89.1509,0.8803717260468099,8.761386776076037,2.3845984912131435,-1.237779829909577
61.5177,3.7936400000000003,-29.9938,-53.5761,30.2328,-1.3368200000000001,-1.44498,35.4426,-0.0493149,28.4116,21.1884,28.4116,0.689757,1.57253,91.3008,-0.34735813719110503,4.06488957961837,2.1356071270952435,2.313949687446168
45.2264,-2.5552599999999996,-40.1162,20.7264,40.1975,0.495134,-1.6344100000000001,43.9356,2.47824,38.9536,-20.1691,39.0324,-0.49612399999999995,1.50726,89.1526,0.006250501981305968,1.165148419901943,2.223314812549046,2.396644519831598
39.2334,33.1818,-16.2404,13.2085,36.9429,0.350327,-0.455162,71.4897,-53.9668,13.2129,44.9864,55.5607,0.740209,2.90148,91.8247,0.5840316109131456,21.004332439999132,2.936964187157208,1.7264005336812889
37.5721,-32.3826,13.9244,-13.0053,35.2494,-0.361055,2.7355,58.6287,39.7915,-11.4017,41.5204,41.3928,0.883552,-0.279058,91.5436,0.3055817094811969,7.826609387212322,2.7496970046468756,-0.10166184245476628
47.7338,7.9151,-34.573,-31.9463,35.4675,-0.809403,-1.34574,48.1677,-7.969819999999999,34.9485,32.1746,35.8458,0.80707,1.7950099999999998,95.9006,0.0023805720584965918,0.37946610968570255,2.2434520381991674,2.21411289854647
43.7224,-38.7475,-17.6808,9.8825,42.5908,0.23,-2.71351,62.2433,25.124000000000002,49.2602,28.5732,55.2972,0.49611700000000003,1.0991600000000001,92.5582,0.38022983993523857,34.39270644497172,2.9276764209352097,2.7567237158537132
76.5039,13.8658,-33.0934,-67.5677,35.8808,-1.39011,-1.17403,84.5115,-68.8141,5.16483,-48.7864,69.0077,-0.6583680000000001,3.06668,92.6732,-0.9131215987469526,61.63862989339477,3.2837284697885725,1.9364175892055095
45.8216,-19.7093,-34.5929,-22.6821,39.8137,-0.542676,-2.08867,44.0997,18.9772,33.3599,21.72,38.3799,0.539384,1.05359,89.9047,-0.01069976429439018,1.4339663210828877,2.3393576590594263,2.6744064916465535
91.1677,13.7139,22.4774,87.2825,26.3307,1.91357,1.0229700000000002,27.7791,-18.6088,-17.7937,-10.4291,25.7469,-0.394733,-2.37858,90.5319,0.7686018963719247,6.774739234834058,2.5892296996017947,-1.1646341908655433
104.07799999999999,-11.1205,32.3119,98.3087,34.172,1.77878,1.9022599999999998,48.0462,1.48601,-40.7214,25.4556,40.7485,0.589889,-1.5343200000000001,87.5259,1.1375103115105771,12.788396608257816,2.4439171364839685,-0.6787387277552522
40.6375,28.0966,-25.3615,14.7907,37.85,0.381454,-0.734279,57.1917,-19.2274,38.001999999999995,-38.1712,42.5893,-0.806087,2.0392,93.7308,-0.24370590292097846,15.441662763122366,2.1673722084222176,1.916424404475773
80.6777,-36.5993,28.281999999999996,66.1021,46.2535,1.1548,2.48369,68.4757,34.0032,-28.8056,51.9897,44.5643,0.9944280000000001,-0.7028340000000001,91.0716,1.0760971297194373,2.648375383135858,2.5812190235731647,-0.2757696904754452
97.2226,45.8292,11.9596,-84.9051,47.364,-1.34685,0.255267,86.9346,-42.0397,-11.6356,-75.199,43.6203,-1.3129,-2.87157,90.9181,-1.3305685378389316,3.8033256828728166,2.8828935995261777,-1.4821348015743825
46.4101,27.7517,-33.7138,-15.7198,43.6666,-0.352641,-0.8820959999999999,45.5641,-27.2318,33.1338,15.3837,42.8885,0.35141300000000003,2.25873,91.9703,-0.003654301924704031,0.7789069328231697,2.4248617622693462,1.943110109254963
51.552,-19.3365,-34.3018,-33.2728,39.3766,-0.767416,-2.08411,43.2822,15.8631,33.2224,22.759,36.8153,0.584363,1.12533,94.1793,-0.11132266355862733,3.6372533483385525,2.3685189678362297,2.6464926022440842
202.642,-32.6707,18.4618,-199.137,37.5262,-2.37086,2.62724,67.8376,31.3976,-19.9144,-56.74100000000001,37.1805,-1.20915,-0.565234,87.6466,-1.7924248589518033,1.931535754263946,2.687355483064345,-0.2119134580265867
83.7103,-24.1706,-38.5442,-70.2676,45.4959,-1.21919,-2.1309,32.2705,18.898,26.1469,0.7602800000000001,32.2613,0.023564099999999998,0.9449549999999999,91.8628,-0.6920545047765382,13.471947077167426,2.33102440185104,2.7241961427179526
124.256,0.190255,36.506,-118.772,36.5065,-1.89568,1.56558,57.3636,48.578,-9.82525,-28.8828,49.5616,-0.55399,-0.19956500000000002,89.9638,-1.1357833757434814,55.58961338512371,1.578248055796363,-0.12678657585352981
78.5889,6.49296,22.7109,-74.9551,23.6208,-1.8718599999999999,1.29233,29.641,-7.60928,-19.3218,21.1505,20.7661,0.894402,-1.94596,93.8405,-0.5454900781219103,3.568216522634241,2.3359959654288787,-0.9845663458009009
43.5246,-32.4375,-28.779,-3.7355099999999997,43.3639,-0.0860371,-2.41589,44.3523,33.0514,29.3337,3.77639,44.1911,0.08535219999999999,0.7258760000000001,87.87299999999998,0.0004651962341515285,0.8273846143118699,2.522582101632373,2.849714770981231
160.425,7.91862,28.0692,157.752,29.1648,2.38964,1.29583,151.213,-51.8858,-31.7519,138.438,60.8302,1.56059,-2.59243,86.2747,1.8362062010404225,44.121142283970855,2.8982526966777757,-1.1072675323024803
139.192,-28.6673,22.9654,-134.25799999999998,36.7318,-2.0074799999999997,2.46618,38.4584,15.8688,-30.4525,-17.3166,34.3391,-0.485038,-1.09041,91.4604,-1.267866863225712,14.827618441948122,2.696486187707996,-0.4163028234752144
42.6477,14.9243,-39.9505,0.19786900000000002,42.6471,0.00463967,-1.21328,42.7635,-14.9508,40.0637,-0.286238,42.7625,-0.00669364,1.9279700000000002,85.4111,-0.0010346304879434204,0.11626044039138901,2.277963274352772,2.1324849531903367
47.3821,34.1311,-18.236,27.3417,38.6973,0.658027,-0.490705,46.1562,-33.7237,13.2957,-28.5713,36.25,-0.7234079999999999,2.76605,93.3988,-0.01314617470195413,4.9570695829290115,2.8092390427881,1.7463724338286715
57.7235,-19.3575,-24.3227,48.6382,31.0855,1.2301,-2.24301,38.3103,22.7309,26.4191,-15.905999999999999,34.852,-0.441866,0.860297,90.1959,0.35504309918770904,3.9717402382331066,2.4023331967712136,2.7753509302832113
47.6482,-15.7267,-37.6096,-24.6684,40.7653,-0.573221,-1.9668599999999998,48.8539,16.1041,38.4955,25.4057,41.7282,0.576388,1.17458,96.4945,0.007640396910914496,0.9629379886576284,2.2908898786279535,2.6032453106403577
182.511,5.15829,44.4867,176.93099999999995,44.7847,2.08269,1.45536,80.5702,-8.67688,-39.773,69.5296,40.7085,1.3048600000000001,-1.7855900000000002,91.8384,1.7114345003278775,5.882129144969529,2.30356340865625,-0.8869406837608331
56.6188,7.24062,-26.8069,-49.3421,27.7676,-1.3392,-1.3069899999999999,39.7977,-9.55604,31.3941,22.5153,32.8163,0.641243,1.86628,92.4665,-0.28577194125358485,5.1384407767726605,2.278425750051996,2.1817358701275826
187.324,36.3129,12.8947,-183.317,38.5344,-2.26368,0.34121,207.13299999999998,-42.2852,-22.612,-201.50599999999997,47.9514,-2.14265,-2.65053,85.8885,-2.196535954127335,11.405888241605737,2.6724022049459544,-1.4427677193068786
44.0667,22.7032,-10.4968,-36.2801,25.0124,-1.16698,-0.433075,48.0429,-28.7093,15.674000000000001,35.1882,32.7093,0.933959,2.64186,91.7611,-0.011854911442509133,7.929478989820202,2.677121255233875,1.7332792420676748
164.71599999999995,-5.19719,29.4799,161.97299999999996,29.9346,2.38999,1.7453,27.8566,8.74113,-25.0708,8.42757,26.551,0.312309,-1.23532,89.531,1.3977486675364756,5.656825393593126,2.1382440441633412,-0.6159404285646037
42.1384,-29.8495,-27.5501,11.2085,40.6202,0.272547,-2.39623,43.4927,30.7678,28.4039,-11.7541,41.8741,-0.27713899999999997,0.74547,85.6201,-0.006371603112425372,1.2538936677406116,2.5095106562435636,2.8399826546540288
45.1342,-24.5834,-37.4535,5.47521,44.8007,0.12190999999999999,-2.15164,44.1693,24.0756,36.643,-5.34551,43.8446,-0.12162,0.9894930000000001,89.2983,0.0014523517129021758,0.9564366628271815,2.3682590835145128,2.710554188810574
43.54600000000001,16.4964,-22.9959,-33.0954,28.3009,-0.996242,-0.9485110000000001,54.4366,-24.3065,41.4135,25.6408,48.0196,0.5113840000000001,2.10154,95.6286,-0.07622815994774494,20.005140633597158,2.305676362528141,1.994764804551557
45.1215,-1.17887,42.5967,14.8346,42.6131,0.34145,1.59846,45.4712,2.55166,-42.6641,-15.5204,42.7403,-0.35559,-1.51106,90.5796,-0.007570290993173143,1.3744435761791023,2.1996310361512905,-0.7572983296321617
88.2459,-10.609000000000002,34.663000000000004,-80.4566,36.2502,-1.53769,1.8678,26.261,12.3143,-17.3261,15.4205,21.2564,0.673391,-0.9528989999999999,92.6211,-0.6445160685157233,17.420566859318903,2.0968293550503816,-0.4717519443307905
109.85,17.7063,-38.7571,-101.25,42.6102,-1.6002399999999999,-1.14226,162.069,-8.56144,44.4675,-155.614,45.2842,-1.9481,1.761,88.5725,-1.7794339889134012,10.781332597578093,2.0990185581838,2.146216872383548
69.2842,36.6793,12.8396,-57.358999999999995,38.8616,-1.18137,0.336719,48.4255,-45.8583,-10.0075,-11.9117,46.9375,-0.25113,-2.92673,94.68299999999999,-0.675349262075551,9.605978940743107,2.946036010957945,-1.4562503867533896
44.717,-1.0229,-44.3447,5.66584,44.3565,0.127389,-1.59386,43.5913,0.994599,43.2247,-5.552169999999999,43.2361,-0.128065,1.54779,88.3011,0.0012871956857837819,1.1203575083878405,2.2217208608868937,2.370857707965316
72.2531,20.0453,-27.0592,-63.9257,33.6751,-1.39721,-0.933212,38.7155,-29.8733,24.3354,3.7759400000000003,38.5308,0.0978418,2.458,92.6933,-0.6070441644190931,10.19846412162145,2.62919163184124,1.9336489493687212
63.721000000000004,3.46426,32.6091,-54.6352,32.7926,-1.28349,1.46496,34.9643,-2.96198,-32.1057,13.5256,32.242,0.40808,-1.6627900000000002,89.7122,-0.44353787238001324,0.7111235886960853,2.2160727392619584,-0.848563960376554
142.10299999999995,-47.8194,-18.0623,-132.591,51.117,-1.68154,-2.78044,32.9023,13.1487,27.33,-12.7566,30.3285,-0.40910799999999997,1.12237,90.6258,-1.1898507062278236,35.88798826599229,2.998426422392252,2.7579296517109544
44.9324,36.2825,-23.9999,11.2468,43.5019,0.25574,-0.5844,44.8198,-36.1814,23.9285,-11.2753,43.3782,-0.257088,2.55728,89.75200000000002,-0.00031754097345706447,0.12377063464328107,2.623204978342333,1.795462475035435
60.9355,9.31635,23.8589,55.2909,25.6133,1.51243,1.1985299999999999,45.5891,-43.5241,-7.0575600000000005,-11.5841,44.0926,-0.259791,-2.98084,89.3574,0.43596914963591377,38.11109006389216,3.2127684738399687,-1.1884999085571177
56.04,30.8278,0.659036,46.794,30.8348,1.2044700000000002,0.0213748,87.12200000000001,-66.806,2.24723,55.8762,66.8438,0.760474,3.10797,93.0124,0.9017748524443491,36.09539108117207,3.108043500817683,1.563919020061406
98.5242,-3.9159,43.0803,88.5198,43.2579,1.4641600000000001,1.66145,54.0205,2.06107,-42.8474,32.8337,42.8969,0.70543,-1.52273,92.4104,1.086310250378243,1.8693947520253718,2.2536909183381826,-0.7418603172439817
140.709,49.5958,31.3282,-127.898,58.6617,-1.52146,0.5633819999999999,71.4877,-36.0401,-1.01928,-61.7297,36.0545,-1.30695,-3.11332,89.2553,-1.439718947010281,33.20222333001812,3.1638838000666203,-1.3917750367911395
44.8521,40.4999,-18.511,-5.36719,44.5297,-0.12024100000000001,-0.428712,51.1662,-35.5789,15.6531,-33.2729,38.87,-0.775805,2.72712,87.7159,-0.42653825624006014,5.690679520935965,2.760611793306694,1.7267234196136894
92.2792,-24.2432,-11.012,88.3541,26.627,1.9145400000000001,-2.71523,27.4768,21.6659,11.685,-12.2071,24.6161,-0.477542,0.4946100000000001,92.3908,0.7511780438488378,2.663720009685704,2.75991177485803,2.9614069736544617
71.7665,-11.8545,26.304000000000002,65.7114,28.8519,1.56129,1.9942099999999998,82.4233,-23.1248,-63.0286,47.8146,67.1369,0.662629,-1.9224400000000001,91.1817,0.9422938541499531,50.71733109746608,2.7699547067957626,-0.7670758806781197
43.5382,-3.44167,-43.4,0.395031,43.5363,0.00907349,-1.64993,44.6766,3.4961900000000004,44.5363,-0.530924,44.6733,-0.011884299999999999,1.49245,88.2073,-0.0015404796870237378,1.1376071907297338,2.2247867330150997,2.4062674798481165
185.56799999999998,1.49094,-37.3285,181.769,37.3583,2.28572,-1.53088,117.76100000000001,24.0201,42.24100000000001,107.26799999999999,48.5929,1.53275,1.05375,88.2694,1.8622123734662317,25.97971936206394,1.8584893426920694,2.538742197796355
93.5042,40.8565,9.09029,83.613,41.8555,1.44259,0.218927,79.2209,-45.6851,-7.8327300000000015,64.2453,46.3517,1.12984,-2.97179,89.1458,1.278304440230499,4.989672846349749,2.979843089061738,-1.4972607663048108
132.93200000000002,28.5229,20.0529,128.278,34.8665,2.0138,0.612766,24.4522,0.08483860000000001,-24.249000000000002,-3.1432599999999997,24.2491,-0.12926300000000002,-1.5673,90.9677,1.0851221468356838,28.913836878144174,1.6828284109664893,-1.1980992976672213
133.95600000000002,23.8804,-10.6626,-131.378,26.1527,-2.31704,-0.419939,30.4978,-26.1816,15.1684,-3.81415,30.2582,-0.125722,2.61649,93.5013,-1.1631619130324735,5.05942240576926,2.649975223246625,1.7299362219412129
79.8848,-24.1785,-32.9438,68.6417,40.8643,1.29051,-2.2039299999999997,76.7758,28.1646,40.2202,59.0221,49.101000000000006,1.01729,0.9598969999999999,90.4195,1.141465180368344,8.296685493014662,2.4038946930988883,2.730829529307435
195.782,13.5058,-40.012,191.173,42.2299,2.21518,-1.24526,117.81,-21.6406,37.8625,109.441,43.6106,1.6507599999999998,2.09004,88.8836,1.928537380282491,8.413995560374392,2.43288710572439,2.1081268715877295
52.4288,1.09236,32.7247,-40.9471,32.7429,-1.04795,1.5374299999999999,44.5211,2.17728,-41.4201,16.1786,41.4773,0.380791,-1.5182799999999999,93.2711,-0.26126389251925003,9.289807688515408,2.160755692645515,-0.779131289478729
64.7654,18.2319,-39.3275,48.1196,43.3481,0.9571059999999999,-1.1367,54.4485,-9.68653,41.0859,34.3911,42.2123,0.74412,1.80233,85.6027,0.8520197280576045,8.724409378112654,2.1308402846999117,2.1334722999480267
326.626,51.5798,52.8231,318.173,73.8293,2.16718,0.7973060000000001,69.1225,-16.6842,-21.1042,63.6722,26.9026,1.5965799999999999,-2.23975,92.6694,2.0120389646151406,47.157094021684586,2.3774307392931555,-1.228804159458164
47.2656,25.2834,-37.0271,14.959000000000001,44.8359,0.32774000000000003,-0.971684,47.8157,-28.2741,37.8195,7.5228,47.2201,0.158647,2.21276,92.3334,0.2410085879808971,3.0938946733849884,2.416707804732711,1.9845720727374252
106.795,-28.3144,7.02078,102.73299999999999,29.1719,1.97165,2.89854,27.9038,22.7083,-14.9307,-6.32572,27.1771,-0.23070700000000002,-0.5816279999999999,93.5697,0.8988241820706439,9.695111738211168,2.956319546663385,-0.19803240407286526
121.85799999999999,-21.4366,19.1552,118.41799999999999,28.7481,2.12322,2.41234,160.719,-23.4709,-79.3902,137.757,82.787,1.2824200000000001,-1.85825,92.6237,1.5079077944247417,75.13280762256925,3.0450742746442163,-0.6563733998842607
41.0588,24.3036,-2.11481,-33.0254,24.3954,-1.1108,-0.08679780000000001,49.0422,-20.1465,6.88621,44.1795,21.2908,1.4767,2.81223,89.1837,0.12443380025777451,6.328328244489218,2.813569162289216,1.6016509347817167
44.7047,-27.325,-21.6454,27.9878,34.8594,0.734913,-2.47166,47.6104,26.9773,24.3983,-30.7195,36.3738,-0.76708,0.735241,92.2329,-0.02959968345842818,2.7747709274821233,2.5786978271369834,2.8524599485801687
52.33600000000001,-22.8234,-37.1196,28.9874,43.5749,0.62395,-2.12207,57.3564,19.8897,41.684,34.0087,46.1861,0.682183,1.1255899999999999,89.6352,0.6539122305299795,5.425895598885034,2.4021103082498105,2.6539056369375422
114.12100000000001,-3.5756,-31.9109,-109.51,32.1106,-1.94081,-1.68238,154.664,0.127563,65.2898,-140.208,65.29,-1.5077,1.56884,93.5966,-1.6514933607457314,33.55651835878343,2.300361147733112,2.3911025792368226
104.329,-21.5833,-28.4456,-98.0283,35.707,-1.73469,-2.21988,27.4803,25.715,4.98071,8.311639999999999,26.1929,0.312226,0.19132000000000002,93.5785,-0.8303334399840764,23.825868454310324,2.2281091887068727,3.0556202574528477
41.4026,-37.9796,-15.8661,-4.47016,41.1604,-0.10839100000000004,-2.74588,44.9622,41.9701,15.2871,-5.13842,44.6675,-0.11478499999999996,0.34930300000000003,85.7339,-0.11171821790994833,4.032286107160556,2.7680082297943045,3.015062395675122
84.4753,47.4236,-14.4034,68.4077,49.5627,1.1264299999999998,-0.294864,27.2874,-21.4041,14.7322,-8.331760000000001,25.9841,-0.315393,2.53877,90.5797,0.6006771205382883,26.02157738666125,2.5558360454841385,1.6864227009695463
47.0341,2.6825099999999997,-46.608000000000004,5.717569999999999,46.6852,0.12216700000000001,-1.51331,45.7643,-2.60778,45.3515,-5.55013,45.4264,-0.121877,1.6282299999999998,92.7897,0.0018043434122671032,1.2587203116260604,2.222890030793246,2.3196300087903077
